,id,early_default,return
0,1,1,0.043415892493828635
1,2,1,0.07859744717570318
2,3,0,0.12169965644634016
3,4,0,0.05141271904670985
4,5,0,0.07915260108759369
5,6,0,0.06387786822474166
6,7,0,0.0435261714194522
7,8,1,0.06540749290085912
8,9,0,0.06568445441740571
9,10,1,0.07953547073918169
10,11,0,0.027308723924739667
11,12,0,0.03444084667115897
12,13,0,0.0654648996511656
13,14,0,0.08285102542242997
14,15,1,0.0954694200407381
15,16,0,0.053327539933670925
16,17,1,0.07957291484223594
17,18,1,0.08716653088956983
18,19,0,0.05642574855618226
19,20,1,0.052455439082405325
20,21,1,0.09926802311031849
21,22,1,0.09316633822047894
22,23,1,0.08623465890331498
23,24,1,0.09507497362628119
24,25,0,0.092586144691675
25,26,0,0.10514328994958563
26,27,0,0.09027127817416938
27,28,1,0.01857300983897505
28,29,1,0.07479905105733664
29,30,1,0.08207502788970746
30,31,0,0.06101840399890089
31,32,0,0.09559824369395868
32,33,0,0.034425253165710275
33,34,1,0.08679282287599124
34,35,0,0.08208721904582618
35,36,0,0.09415685838828723
36,37,1,0.08873623367464306
37,38,0,0.058861205165883786
38,39,1,0.07452318284936844
39,40,1,0.1017186855079084
40,41,0,0.04764602136221645
41,42,0,0.07064900857555459
42,43,1,0.062158129002047646
43,44,0,0.1230119063606466
44,45,0,0.06666461975275549
45,46,1,0.06766013731011558
46,47,1,0.08588617561307414
47,48,0,0.03265724893622366
48,49,1,0.08226961861607884
49,50,1,0.0442611046348548
50,51,1,0.048404151784844245
51,52,0,0.10103170782681156
52,53,0,0.10120325737862976
53,54,1,0.10773537735721624
54,55,0,0.04166138635617257
55,56,0,0.08640908280197387
56,57,0,0.07130113520458453
57,58,1,0.06892084103907387
58,59,0,0.06823120519451362
59,60,0,0.10226490375005118
60,61,1,0.05310953135089716
61,62,0,0.07894700028990602
62,63,0,0.04382190704094019
63,64,1,0.09359094764330156
64,65,0,0.03238999945413314
65,66,1,0.058410971431168954
66,67,1,0.07496967765096935
67,68,1,0.08970763160668874
68,69,0,0.10064471734252294
69,70,1,0.07234080465791937
70,71,1,0.07565634218547308
71,72,1,0.0857498845653705
72,73,1,0.03503018657237276
73,74,0,0.04271072593180404
74,75,1,0.07024942823925921
75,76,1,0.08952062519475704
76,77,1,0.04264398607873427
77,78,1,0.09497912864579441
78,79,0,0.07438186469352204
79,80,1,0.07739358883493397
80,81,1,0.07767743153433108
81,82,1,0.051624324807001916
82,83,1,0.06517857853111131
83,84,0,0.05118289125330874
84,85,1,0.04886586357858462
85,86,1,0.09581615896991506
86,87,1,0.06185320400642359
87,88,0,0.09057305418838682
88,89,0,0.0459879867199968
89,90,0,0.06464381000748648
90,91,1,0.05655183335445697
91,92,1,0.07725902388396065
92,93,0,0.10726249436371688
93,94,0,0.07587087639084684
94,95,0,0.09450052481593024
95,96,1,0.14512813020513848
96,97,1,0.10116466885932043
97,98,0,0.0879502529001684
98,99,0,0.07910034610378286
99,100,1,0.0520213644183364
100,101,1,0.08542790846837714
101,102,1,0.08629777313898493
102,103,1,0.06760770057660301
103,104,1,0.11131484424278626
104,105,0,0.06448087265162007
105,106,1,0.09536743693197405
106,107,0,0.06578315000876485
107,108,0,0.0869848600960632
108,109,1,0.07055824763409428
109,110,1,0.07890830612198815
110,111,0,0.06418887667894183
111,112,1,0.030458024641851413
112,113,1,0.08930914781075439
113,114,0,0.060744628819606884
114,115,1,0.04657513076341473
115,116,0,0.06781627530992368
116,117,1,0.0855879869971649
117,118,1,0.08470659691459315
118,119,0,0.08223974542523514
119,120,1,0.04552533883965156
120,121,1,0.07727336168079837
121,122,1,0.1355057949913726
122,123,0,-0.045368453206459616
123,124,1,0.069292825989648
124,125,1,0.07957573963056411
125,126,0,0.04035652318660744
