,id,early_default,return
0,1,1,0.05038154107499457
1,2,1,0.08855761024469355
2,3,0,0.07399945875456701
3,4,0,0.022379217751078463
4,5,0,0.08270934737378581
5,6,0,0.07431108562217664
6,7,0,0.04740152097852399
7,8,1,0.09325627456072741
8,9,0,0.07353706556112402
9,10,1,0.10163625587542817
10,11,0,0.03144435933210839
11,12,0,0.0433422063071304
12,13,0,0.07636462314334105
13,14,0,0.09401782593253119
14,15,1,0.0972662863886047
15,16,0,0.09097972794960066
16,17,1,0.08973492483311363
17,18,1,0.04277831893798395
18,19,0,0.062335013042035384
19,20,1,0.05876299352577764
20,21,1,0.11292933077051578
21,22,1,0.09109304203619054
22,23,1,0.0830278419873261
23,24,1,0.09989006732316857
24,25,0,0.10186956235309494
25,26,0,0.10152696828375068
26,27,0,0.09738567148224196
27,28,1,0.008033123325470612
28,29,1,0.07665519319541311
29,30,1,0.0929757095567477
30,31,0,0.07160437398690775
31,32,0,0.09914729510679901
32,33,0,0.03654954980770071
33,34,1,0.09168791212195257
34,35,0,0.09639927057911657
35,36,0,0.10107694687303417
36,37,1,0.09669807806329746
37,38,0,0.06558246339608122
38,39,1,0.08352980068204396
39,40,1,0.11411594381262427
40,41,0,0.05115580728232327
41,42,0,0.08634074165132499
42,43,1,0.07202663987712798
43,44,0,0.13431231766528848
44,45,0,0.07561902904863269
45,46,1,0.07032877253502431
46,47,1,0.09340653634262153
47,48,0,0.042076673574853285
48,49,1,0.09131664402856776
49,50,1,0.05119212367843734
50,51,1,0.008144548537157272
51,52,0,0.10282139972365884
52,53,0,0.11018714715410644
53,54,1,0.09831385469039639
54,55,0,0.050357934638195795
55,56,0,0.09596419454470051
56,57,0,0.07620746989148604
57,58,1,0.0766428550746926
58,59,0,0.07609933170022407
59,60,0,0.1077934325905385
60,61,1,0.06151665542932212
61,62,0,0.08928115561269574
62,63,0,0.04553441290791407
63,64,1,0.05256474636789366
64,65,0,0.03683874425421585
65,66,1,0.06876960906164543
66,67,1,0.07007103467968975
67,68,1,0.08740212957854519
68,69,0,0.0902705234772931
69,70,1,0.07873343869972282
70,71,1,0.08612251312382245
71,72,1,0.0884542939469832
72,73,1,0.0569411128587416
73,74,0,0.048625738806567065
74,75,1,0.07928577801238132
75,76,1,0.08964881346110973
76,77,1,0.05072057869683713
77,78,1,0.11087787503331273
78,79,0,0.08419687002728644
79,80,1,0.08273097918887198
80,81,1,0.08499473439476968
81,82,1,0.06303437020062745
82,83,1,0.07340200385077485
83,84,0,0.05579384585189252
84,85,1,0.0564082808266769
85,86,1,0.10385488889766459
86,87,1,0.06561035323074216
87,88,0,0.09912545304206088
88,89,0,0.03496847001950604
89,90,0,0.07039839550653082
90,91,1,0.06419614003102604
91,92,1,0.07399369324197536
92,93,0,0.11071566812212474
93,94,0,0.08813368247346891
94,95,0,0.11379839997536338
95,96,1,0.1400470652229092
96,97,1,0.11608674454765666
97,98,0,0.08844226017905879
98,99,0,0.08649596337042831
99,100,1,0.07915245945434171
100,101,1,0.07340614843420248
101,102,1,0.07930571208558607
102,103,1,0.07527093195458634
103,104,1,0.10602598451853937
104,105,0,0.06960845119681576
105,106,1,0.10191979714681597
106,107,0,0.05558065954904183
107,108,0,0.09349106145881828
108,109,1,0.08171083327510001
109,110,1,0.08055908579791315
110,111,0,0.08051272024189353
111,112,1,0.03643971426725501
112,113,1,0.08449408480132663
113,114,0,0.06838733669311163
114,115,1,0.015712190678091945
115,116,0,0.0747996422738867
116,117,1,0.08949167368017732
117,118,1,0.040373734643298013
118,119,0,0.09081404107290701
119,120,1,0.05339770325184412
120,121,1,0.068645971161504
121,122,1,0.13440088913071702
122,123,0,-0.06239923643388873
123,124,1,0.07375555386002673
124,125,1,0.08946017362782803
125,126,0,0.042320903959374837
126,127,1,0.07722245646274073
127,128,1,0.07717559162193467
128,129,1,0.0718246311159547
129,130,0,0.11136104382083328
130,131,1,0.10759180392863589
131,132,0,0.06576949882493445
132,133,1,0.06766696306362564
133,134,0,0.06935974375061424
134,135,0,0.06457368400990723
135,136,1,0.046372041588469304
136,137,0,0.07982398788287723
137,138,1,0.06476647414806032
138,139,0,0.08505563442250222
139,140,0,0.06741001345097006
140,141,1,0.07231740073172796
141,142,0,0.06741339750976576
142,143,0,0.06767220025054856
143,144,1,0.06890638784789022
144,145,0,0.10002562864549998
145,146,1,0.07063222411831127
146,147,1,0.11636092809827112
147,148,0,0.05131021548894645
148,149,0,0.13332193901228448
149,150,0,0.12325867214118501
150,151,1,-0.04214580988392681
151,152,0,0.05836753103698131
152,153,1,0.024381924459519408
153,154,0,0.08421414570032587
154,155,0,0.0757361649043915
155,156,1,0.11691563560989891
156,157,1,0.07834771805599125
157,158,1,0.112126155109785
158,159,0,0.07746138426277675
159,160,1,0.01097261615482266
160,161,1,0.07439360448826278
161,162,0,0.04349112406334528
162,163,0,0.04890802799887141
163,164,1,0.08582675480532603
164,165,1,0.06329247819606484
165,166,1,0.08005715206684333
166,167,0,0.05717853777938537
167,168,0,0.058591793756816925
168,169,0,0.08194237076655234
169,170,1,0.09731159297910302
170,171,0,0.07016519649226848
171,172,1,0.08902117596561582
172,173,1,0.0950245446470534
173,174,0,0.06668784342302037
174,175,0,0.03852677107889481
175,176,1,0.08120750777396203
176,177,0,0.06502161317472202
177,178,1,0.07411818161711316
178,179,1,0.10463595067034899
179,180,1,0.017157409678606392
180,181,1,0.039246243279148205
181,182,1,0.03238384326028655
182,183,0,0.06508311197090086
183,184,1,0.07110338724053433
184,185,1,0.016446944290881525
185,186,0,0.06513125536398326
186,187,0,0.08155448070414056
187,188,0,0.03413553577420111
188,189,1,0.08189416936434771
189,190,0,0.12717220005216692
190,191,1,0.1143249405576365
191,192,0,0.1041195154419974
192,193,1,0.07283149249769903
193,194,0,0.06077743655508189
