,id,early_default,return
0,1,1,-0.021934325771914766
1,2,1,0.012655101739809478
2,3,0,0.0312144881940051
3,4,0,0.032860682898311136
4,5,0,0.017906758740526246
5,6,0,-0.005802384681529719
6,7,0,-0.01701707428797246
7,8,1,0.0024827418530758046
8,9,0,0.004268173874489287
9,10,1,0.006682823140098444
10,11,0,-0.05320868434267765
11,12,0,-0.03138369076632434
12,13,0,0.006301464215326384
13,14,0,0.019833094706806456
14,15,1,0.015577158635715623
15,16,0,-0.012555957664486412
16,17,1,0.011545361985654035
17,18,1,-0.0012437180745060155
18,19,0,-0.006776899810081691
19,20,1,-0.013526307374069518
20,21,1,0.03126478677547906
21,22,1,-0.00013229019986203854
22,23,1,-0.009757227414425022
23,24,1,0.019754269174959784
24,25,0,0.02390920150476645
25,26,0,0.007062521564543465
26,27,0,0.012040076045405843
27,28,1,-0.02449165032017087
28,29,1,0.012462269488910684
29,30,1,0.02115086632821705
30,31,0,-0.01303165706303423
31,32,0,0.025284238695280323
32,33,0,-0.027381621813479518
33,34,1,0.016962236247693947
34,35,0,0.016435504009239984
35,36,0,0.033958253221328255
36,37,1,0.028285768213903124
37,38,0,-0.00038253553910553927
38,39,1,-0.00165530067508057
39,40,1,0.042189242762789896
40,41,0,-0.02926618096349198
41,42,0,0.01166977449379809
42,43,1,-0.003891755952525094
43,44,0,0.06161796862394235
44,45,0,-0.0012492962481004401
45,46,1,0.010375655165575646
46,47,1,0.01853454887735392
47,48,0,-0.03836515380078892
48,49,1,0.02096377851062816
49,50,1,-0.01930594407271804
50,51,1,0.026611763230665542
51,52,0,0.028218556298654246
52,53,0,0.03402639983364737
53,54,1,0.01868730659949513
54,55,0,-0.020599806724724064
55,56,0,0.017430748923498426
56,57,0,-0.009807840685543951
57,58,1,0.008310379514838182
58,59,0,0.006989543564298098
59,60,0,0.024763070929071103
60,61,1,-0.01339274426284932
61,62,0,0.01684186218891609
62,63,0,-0.01860762442979912
63,64,1,0.0023969677594277527
64,65,0,-0.034513440112018984
65,66,1,-0.010009662913065695
66,67,1,-0.015705439032365383
67,68,1,-0.005766722423636845
68,69,0,0.008973284134547978
69,70,1,0.004778994021970757
70,71,1,-0.004796099911362806
71,72,1,0.02283162219179339
72,73,1,-0.033250101060457934
73,74,0,-0.01914432034210108
74,75,1,0.01005117608476884
75,76,1,0.02164156498975322
76,77,1,-0.01867738637169549
77,78,1,0.021876302182863537
78,79,0,0.003791027279545631
79,80,1,-0.004516763576012451
80,81,1,0.0026682156215734523
81,82,1,-0.008176849123436506
82,83,1,0.004085806354511384
83,84,0,-0.03037609117080221
84,85,1,-0.018037108629340076
85,86,1,0.015155588820536772
86,87,1,-0.009050567548014086
87,88,0,0.009887792583452792
88,89,0,-0.04722772167501927
89,90,0,0.001941976511655585
90,91,1,-0.007579183380059395
91,92,1,0.01931492800009801
92,93,0,0.027227728015013785
93,94,0,0.010408267790941264
94,95,0,0.033165437522669185
95,96,1,0.055744717428488584
96,97,1,0.03432987765043675
97,98,0,0.01147621962347476
98,99,0,0.014518669013604256
99,100,1,-0.012146327676244115
100,101,1,-0.009711858709755258
101,102,1,-0.010107596174935854
102,103,1,0.0008447499293870037
103,104,1,0.017233792486174557
104,105,0,-0.0038424218644355695
105,106,1,0.0359688214851536
106,107,0,0.02329611691819533
107,108,0,0.021972489774203272
108,109,1,0.0057074318441574096
109,110,1,-0.0009589789742743794
110,111,0,-0.004752714435719139
111,112,1,-0.03678557697485645
112,113,1,-0.005602306891578704
113,114,0,-0.02062775733291018
114,115,1,0.023159805959779768
115,116,0,0.007829262067569894
116,117,1,0.010564696537755946
117,118,1,-0.0053426840258972725
118,119,0,0.020592930078642012
119,120,1,-0.03511350415051414
120,121,1,-0.02076260340420463
121,122,1,0.04125356974198012
122,123,0,0.0473874481777096
123,124,1,-0.0002799378361528808
124,125,1,0.013912163153694684
125,126,0,-0.016102915179089808
126,127,1,-0.010674445001377481
127,128,1,-0.0058051062264671965
128,129,1,-0.01072507788671556
129,130,0,0.028499685295392714
130,131,1,0.021821122607678104
131,132,0,-0.007052581704753468
132,133,1,0.0005763308354087278
133,134,0,-0.005156712588079137
134,135,0,-0.015421542062135104
135,136,1,-0.027509364960554488
136,137,0,0.0034545589302549537
137,138,1,0.0016984832223452605
138,139,0,-0.008138566462760314
139,140,0,-0.011393773521051817
140,141,1,0.0002495242240302534
141,142,0,0.0028602362576448377
142,143,0,0.014331971925568392
143,144,1,-0.004142346524205062
144,145,0,0.02896211185885087
145,146,1,-0.008232141083548663
146,147,1,0.030680029844060156
147,148,0,0.06558303843538636
148,149,0,0.03621013613577711
149,150,0,0.038954540198740346
150,151,1,-0.012422369047567742
151,152,0,-0.0017942664675856936
152,153,1,-0.013394949719813214
153,154,0,0.0033635924498425017
154,155,0,0.008135430907948478
155,156,1,0.032940588475152396
156,157,1,0.005255967252544216
157,158,1,0.061451084613767026
158,159,0,0.006564457979482122
159,160,1,0.019550895260219678
160,161,1,-0.029859466510234075
161,162,0,0.003533538924015628
162,163,0,-0.02316775336768048
163,164,1,-0.0011842192243111086
164,165,1,-0.03034515360470858
165,166,1,0.0076402810869683575
166,167,0,-0.016465233752057527
167,168,0,-0.02648451529263902
168,169,0,0.0005825140312119453
169,170,1,0.02942165990169203
170,171,0,-0.005584892529343482
171,172,1,0.009730409248786806
172,173,1,0.0067582236750939745
173,174,0,-0.006754719481430381
174,175,0,-0.037013552116827254
175,176,1,-0.0077148080458129984
176,177,0,-0.0031783089909808216
177,178,1,-0.0007075089581828068
178,179,1,0.016698095503345726
179,180,1,-0.06405681324599743
180,181,1,-0.03595611279004566
181,182,1,-0.039778101476927064
182,183,0,0.0070227296623757785
183,184,1,0.0013318939088684848
184,185,1,-0.014511215547668798
185,186,0,-0.010909591899718738
186,187,0,0.003044582310001494
187,188,0,0.003163174357362236
188,189,1,-0.002585589316802346
189,190,0,0.03091254216134285
190,191,1,0.022834836081167677
191,192,0,0.011204361009004982
192,193,1,0.008775195364596373
193,194,0,-0.0182235175995607
194,195,0,0.01628829191108162
195,196,0,0.006089320007717777
196,197,1,-0.007838267271612482
197,198,1,0.029146892838678058
198,199,1,0.019598240379545624
199,200,1,0.016210228868025776
200,201,0,-0.0063271035206546545
201,202,0,0.003551080163665198
202,203,1,-0.010792190111150833
203,204,0,-0.005768235550392657
204,205,1,-0.007086999974382479
205,206,1,-0.023965689265207934
206,207,0,0.008102499434931076
207,208,0,0.020298443181099628
208,209,1,0.04433952669777631
209,210,0,-0.026788843550674023
210,211,0,0.015099009554948513
211,212,1,0.014220344319014993
212,213,1,0.015794172237406156
213,214,0,0.0013944729503568014
214,215,0,-0.014430688464402637
215,216,1,0.008395768256398053
216,217,0,0.005065231256999356
217,218,1,-0.01823659303116836
218,219,1,0.004135843079254496
219,220,1,0.011645616090537603
220,221,0,-0.009991184534881063
221,222,0,0.022705207652017882
222,223,0,0.012049792341358398
223,224,0,0.009378524944255888
224,225,0,-0.00631799779311765
225,226,1,0.03329100682608106
226,227,0,-0.06049981690873841
227,228,1,-0.03268782191653631
228,229,1,0.02396841341192804
229,230,1,-0.03676919021531452
